NCSU Score,Opp Score,Count,Date,Opponent,Location,Field Name,Result,DELIM
16,20,3,9/4/2005,Virginia Tech,NC - Raleigh,Carter-Finley Stadium,L,;
16,21,1,10/11/1969,South Carolina,SC - Columbia,Williams-Brice Stadium,L,:
16,21,2,11/25/2006,East Carolina,NC - Raleigh,Carter-Finley Stadium,L,;
16,22,1,9/10/1983,East Carolina,NC - Raleigh,Carter-Finley Stadium,L,;
16,28,1,9/7/1996,Georgia Tech,NC - Raleigh,Carter-Finley Stadium,L,;
17,0,1,10/13/1906,Virginia Military Institute,VA - Lexington,VMI Parade Ground,W,:
17,0,2,11/10/1917,Virginia Military Institute,VA - Richmond,Boulevard Field,W,:
17,0,3,10/7/1972,Duke,NC - Raleigh,Carter-Finley Stadium,W,:
17,0,4,10/3/1987,Georgia Tech,NC - Raleigh,Carter-Finley Stadium,W,;
17,5,1,10/11/1900,Oak Ridge Institute,NC - Oak Ridge,Playing Fields (Oak Ridge),W,;
17,6,1,10/18/1917,Wake Forest,NC - Raleigh,Riddick Field,W,:
17,6,2,10/22/1932,Florida,FL - Tampa,Plant Field,W,;
17,7,1,11/23/2002,Florida State,NC - Raleigh,Carter-Finley Stadium,W,;
17,14,1,10/31/1964,South Carolina,NC - Raleigh,Riddick Field,W,:
17,14,2,9/29/1979,Wake Forest,NC - Raleigh,Carter-Finley Stadium,W,:
17,14,3,10/11/1980,Appalachian State,NC - Raleigh,Carter-Finley Stadium,W,:
17,14,4,10/6/2001,Wake Forest,NC - Winston-Salem,Allegacy Federal Credit Union Stadium,W,:
17,14,5,10/6/2005,Georgia Tech,GA - Atlanta,Bobby Dodd Stadium,W,:
17,14,6,11/11/2017,Boston College,MA - Chestnut Hill,Alumni Stadium (Boston College),W,;
17,15,1,11/9/1968,Duke,NC - Durham,Wallace Wade Stadium,W,:
17,15,2,10/8/1977,Auburn,AL - Auburn,Jordan-Hare Stadium,W,:
17,15,3,10/16/2003,Clemson,NC - Raleigh,Carter-Finley Stadium,W,:
17,15,4,9/23/2006,Boston College,NC - Raleigh,Carter-Finley Stadium,W,;
17,16,1,9/25/2004,Virginia Tech,VA - Blacksburg,Lane Stadium,W,:
17,16,2,10/6/2012,Florida State,NC - Raleigh,Carter-Finley Stadium,W,;
17,19,1,9/13/1997,Clemson,NC - Raleigh,Carter-Finley Stadium,L,;
17,20,1,9/9/2006,Akron,NC - Raleigh,Carter-Finley Stadium,L,;
17,21,1,11/5/1977,Penn State,NC - Raleigh,Carter-Finley Stadium,L,;
17,24,1,10/20/1990,Clemson,NC - Raleigh,Carter-Finley Stadium,L,:
17,24,2,11/18/2000,Virginia,VA - Charlottesville,Scott Stadium,L,:
17,24,3,11/2/2002,Georgia Tech,NC - Raleigh,Carter-Finley Stadium,L,:
17,24,4,10/15/2016,Clemson,SC - Clemson,Memorial Stadium (Clemson),L,;
17,26,1,10/16/2008,Florida State,NC - Raleigh,Carter-Finley Stadium,L,;
17,27,1,10/22/1983,Clemson,SC - Clemson,Memorial Stadium (Clemson),L,:
17,27,2,10/11/1997,Georgia Tech,GA - Atlanta,Bobby Dodd Stadium,L,:
17,27,3,10/20/2001,Georgia Tech,GA - Atlanta,Bobby Dodd Stadium,L,;
17,31,1,10/29/1983,South Carolina,SC - Columbia,Williams-Brice Stadium,L,:
17,31,2,10/5/1985,Maryland,NC - Raleigh,Carter-Finley Stadium,L,:
17,31,3,10/29/1994,North Carolina,NC - Chapel Hill,Kenan Memorial Stadium,L,;
17,34,1,11/14/2015,Florida State,FL - Tallahassee,Doak Campbell Stadium,L,;
17,37,1,9/16/2006,Southern Mississippi,MS - Hattiesburg,M. M. Roberts Stadium,L,:
17,37,2,9/8/2007,Boston College,MA - Chestnut Hill,Alumni Stadium (Boston College),L,;
17,40,1,11/16/1996,Clemson,SC - Clemson,Memorial Stadium (Clemson),L,;
17,49,1,10/26/2013,Florida State,FL - Tallahassee,Doak Campbell Stadium,L,;
17,51,1,9/19/1996,Florida State,NC - Raleigh,Carter-Finley Stadium,L,;
17,77,1,9/16/1995,Florida State,FL - Tallahassee,Doak Campbell Stadium,L,;
18,0,1,10/21/1899,William Bingham School,NC - Raleigh,Fair Grounds (Raleigh),W,:
18,0,2,11/24/1904,Clemson,NC - Raleigh,Fair Grounds (Raleigh),W,:
18,0,3,9/25/1943,Apprentice School of Newport News,NC - Raleigh,Riddick Field,W,:
18,0,4,10/11/1947,Clemson,NC - Raleigh,Riddick Field,W,;
18,6,1,10/8/1927,Clemson,NC - Raleigh,Riddick Field,W,:
18,6,2,10/12/1963,South Carolina,SC - Columbia,Williams-Brice Stadium,W,;
18,7,1,10/2/1915,Norfolk Blues,NC - Raleigh,Riddick Field,W,:
18,7,2,11/29/1928,South Carolina,NC - Raleigh,Riddick Field,W,:
18,7,3,9/26/1931,Davidson,NC - Greensboro,World War Memorial Stadium,W,;
18,14,1,9/23/1939,Davidson,NC - Greensboro,World War Memorial Stadium,W,;
18,19,1,10/20/1945,Wake Forest,NC - Raleigh,Riddick Field,L,:
18,19,2,9/25/1997,Wake Forest,NC - Winston-Salem,Allegacy Federal Credit Union Stadium,L,;
18,20,1,9/11/1976,Wake Forest,NC - Winston-Salem,Allegacy Federal Credit Union Stadium,L,;
18,25,1,10/1/1955,North Carolina,NC - Raleigh,Riddick Field,L,;
18,28,1,9/14/1985,Georgia Tech,NC - Raleigh,Carter-Finley Stadium,L,;
18,38,1,11/17/2007,Wake Forest,NC - Winston-Salem,Allegacy Federal Credit Union Stadium,L,;
19,0,1,12/31/1897,Davidson,UNKNOWN,UNKNOWN,W,:
19,0,2,9/29/1917,Guilford,NC - Raleigh,Riddick Field,W,:
19,0,3,12/3/1927,Michigan State,NC - Raleigh,Riddick Field,W,:
19,0,4,11/2/1957,Wake Forest,NC - Raleigh,Riddick Field,W,:
19,0,5,10/19/1968,Virginia,NC - Raleigh,Carter-Finley Stadium,W,;
19,2,1,10/28/1944,William & Mary,VA - Norfolk,S.B. Ballard Stadium,W,;
19,6,1,10/29/1927,North Carolina,NC - Raleigh,Riddick Field,W,;
19,7,1,9/24/1938,Davidson,NC - Charlotte,American Legion Memorial Stadium,W,:
19,7,2,10/15/1938,Wake Forest,NC - Raleigh,Riddick Field,W,;
19,14,1,10/27/1951,Virginia Tech,VA - Blacksburg,Miles Field,W,;
19,16,1,11/3/2007,Miami (FL),FL - Miami,Miami Orange Bowl,W,;
19,17,1,10/8/2022,Florida State,NC - Raleigh,Carter-Finley Stadium,W,;
19,23,1,11/17/2001,Maryland,NC - Raleigh,Carter-Finley Stadium,L,;
19,24,1,11/2/1968,Clemson,NC - Raleigh,Carter-Finley Stadium,L,:
19,24,2,10/12/1996,Alabama,NC - Raleigh,Carter-Finley Stadium,L,;
19,27,1,11/11/1995,Georgia Tech,GA - Atlanta,Bobby Dodd Stadium,L,:
19,27,2,10/22/2005,Wake Forest,NC - Winston-Salem,Allegacy Federal Credit Union Stadium,L,:
19,27,3,11/2/2013,North Carolina,NC - Raleigh,Carter-Finley Stadium,L,;
19,28,1,11/7/1964,Virginia Tech,VA - Blacksburg,Miles Field,L,:
19,28,2,12/28/2023,Kansas State,FL - Orlando,Camping World Stadium,L,;
19,29,1,10/26/1991,Clemson,SC - Clemson,Memorial Stadium (Clemson),L,;
19,31,1,11/16/1985,Duke,NC - Durham,Wallace Wade Stadium,L,;
19,34,1,12/20/2001,Pittsburgh,FL - Orlando,Camping World Stadium,L,;
20,0,1,9/30/1907,Randolph-Macon,NC - Raleigh,Riddick Field,W,:
20,0,2,9/25/1925,Richmond,NC - Raleigh,Riddick Field,W,:
20,0,3,10/26/1935,Manhattan,NY - Brooklyn,Ebbets Field,W,:
20,0,4,10/23/1937,Wake Forest,NC - Wake Forest,Gore Field,W,:
20,0,5,11/13/1943,Davidson,NC - Charlotte,American Legion Memorial Stadium,W,:
20,0,6,11/15/1947,Wake Forest,NC - Raleigh,Riddick Field,W,:
20,0,7,10/20/1956,Dayton,OH - Dayton,Baujan Field,W,;
20,2,1,9/30/1922,Randolph-Macon,NC - Raleigh,Riddick Field,W,;
20,6,1,10/26/1945,William & Mary,VA - Norfolk,S.B. Ballard Stadium,W,:
20,6,2,11/13/1948,Duquesne,PA - Pittsburgh,Forbes Stadium,W,:
20,6,3,11/5/1949,Richmond,NC - Raleigh,Riddick Field,W,:
20,6,4,10/24/1992,Clemson,NC - Raleigh,Carter-Finley Stadium,W,:
20,6,5,11/4/2023,Miami (FL),NC - Raleigh,Carter-Finley Stadium,W,;
20,7,1,9/4/1993,Purdue,NC - Raleigh,Carter-Finley Stadium,W,;
20,10,1,9/30/1967,Florida State,FL - Tallahassee,Doak Campbell Stadium,W,:
20,10,2,10/28/1989,South Carolina,SC - Columbia,Williams-Brice Stadium,W,;
20,13,1,10/22/1960,Southern Mississippi,MS - Hattiesburg,M. M. Roberts Stadium,W,;
20,14,1,11/16/1940,Citadel,SC - Charleston,"""Old"" Johnson Hagood Stadium",W,:
20,14,2,11/26/2005,Maryland,NC - Raleigh,Carter-Finley Stadium,W,;
20,15,1,9/15/1990,Wake Forest,NC - Raleigh,Carter-Finley Stadium,W,:
20,15,2,9/1/1994,Bowling Green,NC - Raleigh,Carter-Finley Stadium,W,:
20,15,3,11/5/2005,Florida State,FL - Tallahassee,Doak Campbell Stadium,W,;
20,17,1,9/21/1985,Wake Forest,NC - Winston-Salem,Allegacy Federal Credit Union Stadium,W,:
20,17,2,11/23/1991,Maryland,NC - Raleigh,Carter-Finley Stadium,W,;
20,18,1,11/11/1927,Duke,NC - Durham,Hanes Field,W,:
20,18,2,10/20/2012,Maryland,MD - College Park,SECU Stadium,W,;
20,21,1,11/6/1993,Duke,NC - Durham,Wallace Wade Stadium,L,:
20,21,2,11/12/2022,Boston College,NC - Raleigh,Carter-Finley Stadium,L,;
20,24,1,11/5/2016,Florida State,NC - Raleigh,Carter-Finley Stadium,L,;
20,26,1,10/30/2004,Clemson,SC - Clemson,Memorial Stadium (Clemson),L,:
20,26,2,10/21/2006,Maryland,MD - College Park,SECU Stadium,L,;
20,28,1,11/14/1942,Georgetown,"Washington, DC",Griffith Stadium,L,;
20,30,1,10/1/2022,Clemson,SC - Clemson,Memorial Stadium (Clemson),L,;
20,34,1,11/16/2019,Louisville,NC - Raleigh,Carter-Finley Stadium,L,;
20,38,1,11/9/2013,Duke,NC - Durham,Wallace Wade Stadium,L,;
20,41,1,11/6/1976,Penn State,PA - State College,Beaver Stadium,L,;
20,42,1,9/28/1985,Furman,NC - Raleigh,Carter-Finley Stadium,L,:
20,42,2,9/22/2007,Clemson,NC - Raleigh,Carter-Finley Stadium,L,;
20,52,1,11/2/1996,North Carolina,NC - Chapel Hill,Kenan Memorial Stadium,L,:
20,52,2,10/17/2009,Boston College,MA - Chestnut Hill,Alumni Stadium (Boston College),L,;
21,0,1,11/24/1898,Guilford,NC - Raleigh,Fair Grounds (Raleigh),W,:
21,0,2,11/23/1900,Oak Ridge Institute,NC - Raleigh,Fair Grounds (Raleigh),W,:
21,0,3,11/7/1908,Davidson,NC - Charlotte,Latta Park,W,:
21,0,4,10/5/1912,USS Franklin,NC - Raleigh,Riddick Field,W,:
21,0,5,11/1/1919,Virginia Military Institute,VA - Roanoke,Fair Grounds (Roanoke),W,:
21,0,6,9/24/1921,Randolph-Macon,NC - Raleigh,Riddick Field,W,:
21,0,7,11/1/1947,Chattanooga,NC - Raleigh,Riddick Field,W,:
21,0,8,11/6/1965,Duke,NC - Raleigh,Riddick Field,W,;
21,3,1,11/17/1973,Duke,NC - Durham,Wallace Wade Stadium,W,;
21,6,1,10/9/1901,Guilford,NC - Greensboro,Central Carolina Fair Grounds,W,:
21,6,2,10/12/1935,Wake Forest,NC - Raleigh,Riddick Field,W,:
21,6,3,11/4/1944,Virginia Military Institute,VA - Lexington,Alumni Field (Lexington),W,;
21,7,1,10/10/1914,Norfolk Blues,NC - Raleigh,Riddick Field,W,:
21,7,2,11/27/1919,Wake Forest,NC - Raleigh,Riddick Field,W,:
21,7,3,10/26/1963,Duke,NC - Raleigh,Riddick Field,W,;
21,13,1,10/16/1976,North Carolina,NC - Chapel Hill,Kenan Memorial Stadium,W,:
21,13,2,10/1/1994,Georgia Tech,NC - Raleigh,Carter-Finley Stadium,W,;
21,14,1,10/31/1942,North Carolina,NC - Raleigh,Riddick Field,W,:
21,14,2,9/20/1958,North Carolina,NC - Chapel Hill,Kenan Memorial Stadium,W,:
21,14,3,10/7/1961,Virginia,VA - Charlottesville,Scott Stadium,W,:
21,14,4,10/9/1971,Wake Forest,NC - Raleigh,Carter-Finley Stadium,W,;
21,16,1,11/7/1970,Virginia,NC - Raleigh,Carter-Finley Stadium,W,:
21,16,2,11/13/1982,Duke,NC - Raleigh,Carter-Finley Stadium,W,;
21,17,1,11/2/1985,South Carolina,SC - Columbia,Williams-Brice Stadium,W,:
21,17,2,10/29/2005,Southern Mississippi,NC - Raleigh,Carter-Finley Stadium,W,:
21,17,3,11/15/2008,Wake Forest,NC - Raleigh,Carter-Finley Stadium,W,;
21,20,1,10/18/1975,North Carolina,NC - Raleigh,Carter-Finley Stadium,W,:
21,20,2,9/3/2022,East Carolina,NC - Greenville,Dowdy-Ficklen Stadium,W,;
21,21,1,11/15/1975,Duke,NC - Durham,Wallace Wade Stadium,T,;
21,22,1,9/13/1969,Wake Forest,NC - Raleigh,Carter-Finley Stadium,L,;
21,23,1,9/11/1971,Kent State,NC - Raleigh,Carter-Finley Stadium,L,:
21,23,2,1/2/2021,Kentucky,FL - Jacksonville,TIAA Bank Field,L,;
21,24,1,11/9/2002,Maryland,MD - College Park,SECU Stadium,L,;
21,27,1,10/13/1951,Duke,NC - Durham,Wallace Wade Stadium,L,;
21,28,1,10/20/1984,North Carolina,NC - Chapel Hill,Kenan Memorial Stadium,L,;
21,29,1,10/4/2003,Georgia Tech,GA - Atlanta,Bobby Dodd Stadium,L,;
21,30,1,9/18/1954,Virginia Tech,VA - Blacksburg,Miles Field,L,;
21,31,1,10/8/1966,South Carolina,NC - Raleigh,Carter-Finley Stadium,L,;
21,35,1,10/20/1979,North Carolina,NC - Raleigh,Carter-Finley Stadium,L,:
21,35,2,8/31/2012,Tennessee,GA - Atlanta,Georgia Dome,L,;
21,38,1,11/16/2013,Boston College,MA - Chestnut Hill,Alumni Stadium (Boston College),L,;
21,41,1,11/30/2013,Maryland,NC - Raleigh,Carter-Finley Stadium,L,;
21,42,1,9/28/1996,Purdue,IN - West Lafayette,Ross-Ade Stadium,L,;
21,44,1,10/13/1984,Maryland,MD - College Park,SECU Stadium,L,;
21,45,1,11/19/1949,Villanova,PA - Philadelphia,Franklin Field,L,;
21,48,1,10/30/1999,Georgia Tech,GA - Atlanta,Bobby Dodd Stadium,L,:
21,48,2,10/24/2020,North Carolina,NC - Chapel Hill,Kenan Memorial Stadium,L,;
21,59,1,10/11/1986,Georgia Tech,GA - Atlanta,Bobby Dodd Stadium,L,;
22,0,1,11/29/1894,Wilmington Athletic Club,NC - Wilmington,Hilton Park,W,:
22,0,2,11/18/1905,Washington & Lee,NC - Raleigh,Fair Grounds (Raleigh),W,:
22,0,3,10/18/1907,Roanoke,NC - Raleigh,Riddick Field,W,:
22,0,4,10/29/1910,Eastern College,NC - Raleigh,Riddick Field,W,;
22,13,1,11/4/1978,South Carolina,NC - Raleigh,Carter-Finley Stadium,W,;
22,21,1,10/12/1974,Virginia,VA - Charlottesville,Scott Stadium,W,:
22,21,2,10/27/2022,Virginia Tech,NC - Raleigh,Carter-Finley Stadium,W,;
22,25,1,11/12/1960,Arizona State,AZ - Tempe,Sun Devil Stadium,L,;
22,27,1,9/30/1961,North Carolina,NC - Chapel Hill,Kenan Memorial Stadium,L,;
22,28,1,9/30/1972,Georgia,GA - Athens,Sanford Stadium,L,;
22,30,1,9/13/1975,Wake Forest,NC - Raleigh,Carter-Finley Stadium,L,;
22,33,1,11/22/1969,Florida State,FL - Tallahassee,Doak Campbell Stadium,L,;
22,37,1,11/11/1972,Penn State,PA - State College,Beaver Stadium,L,:
22,37,2,10/11/1975,Maryland,MD - College Park,SECU Stadium,L,;
22,43,1,9/30/1995,Clemson,NC - Raleigh,Carter-Finley Stadium,L,;
23,0,1,10/7/1911,USS Franklin,NC - Raleigh,Riddick Field,W,:
23,0,2,9/25/1920,Davidson,NC - Raleigh,Riddick Field,W,;
23,6,1,10/10/1970,East Carolina,NC - Raleigh,Carter-Finley Stadium,W,;
23,7,1,12/28/2010,West Virginia,FL - Orlando,Camping World Stadium,W,;
23,10,1,9/2/2006,Appalachian State,NC - Raleigh,Carter-Finley Stadium,W,;
23,13,1,12/5/2020,Georgia Tech,NC - Raleigh,Carter-Finley Stadium,W,;
23,14,1,11/19/1966,Clemson,NC - Raleigh,Carter-Finley Stadium,W,;
23,20,1,8/28/1999,Texas,TX - Austin,Texas Memorial Stadium,W,;
23,21,1,9/7/2013,Richmond,NC - Raleigh,Carter-Finley Stadium,W,;
23,22,1,11/9/1985,Virginia,NC - Raleigh,Carter-Finley Stadium,W,:
23,22,2,11/1/1986,South Carolina,NC - Raleigh,Carter-Finley Stadium,W,;
23,25,1,11/18/1989,Virginia Tech,NC - Raleigh,Carter-Finley Stadium,L,:
23,25,2,10/14/2006,Wake Forest,NC - Raleigh,Carter-Finley Stadium,L,:
23,25,3,9/1/2007,Central Florida,NC - Raleigh,Carter-Finley Stadium,L,;
23,27,1,11/8/2018,Wake Forest,NC - Raleigh,Carter-Finley Stadium,L,;
23,28,1,9/3/1977,East Carolina,NC - Raleigh,Carter-Finley Stadium,L,;
23,29,1,12/29/2008,Rutgers,AL - Birmingham,Legion Field,L,;
23,31,1,11/4/2006,Georgia Tech,NC - Raleigh,Carter-Finley Stadium,L,;
23,43,1,11/14/2009,Clemson,NC - Raleigh,Carter-Finley Stadium,L,;
23,46,1,12/29/1998,Miami (FL),FL - Miami Gardens,Hard Rock Stadium,L,;
23,56,1,11/8/2014,Georgia Tech,NC - Raleigh,Carter-Finley Stadium,L,;
24,0,1,10/12/1908,William & Mary,NC - Raleigh,Riddick Field,W,:
24,0,2,10/27/2001,Virginia,NC - Raleigh,Carter-Finley Stadium,W,;
24,3,1,11/19/2005,Middle Tennessee,NC - Raleigh,Carter-Finley Stadium,W,;
24,6,1,9/23/1967,Buffalo,NC - Raleigh,Carter-Finley Stadium,W,;
24,7,1,10/21/1967,Wake Forest,NC - Raleigh,Carter-Finley Stadium,W,:
24,7,2,9/27/1969,Maryland,MD - College Park,SECU Stadium,W,:
24,7,3,9/28/1991,North Carolina,NC - Raleigh,Carter-Finley Stadium,W,:
24,7,4,9/12/1998,Florida State,NC - Raleigh,Carter-Finley Stadium,W,;
24,8,1,11/30/1893,Oak Ridge Institute,NC - Greensboro,Athletic Park (Greensboro),W,:
24,8,2,11/7/2015,Boston College,MA - Chestnut Hill,Alumni Stadium (Boston College),W,;
24,10,1,11/18/1978,Duke,NC - Raleigh,Carter-Finley Stadium,W,;
24,12,1,11/17/1962,Virginia,NC - Raleigh,Riddick Field,W,;
24,13,1,9/1/2018,James Madison,NC - Raleigh,Carter-Finley Stadium,W,;
24,14,1,12/31/1977,Iowa State,GA - Atlanta,Atlanta-Fulton County Stadium,W,:
24,14,2,8/29/1992,Iowa,NJ - East Rutherford,Giants Stadium,W,:
24,14,3,8/31/2023,Connecticut,CT - East Hartford,Rentschler Field,W,;
24,15,1,10/24/1964,Virginia,VA - Charlottesville,Scott Stadium,W,;
24,17,1,10/16/1993,Marshall,NC - Raleigh,Carter-Finley Stadium,W,:
24,17,2,11/1/2014,Syracuse,NY - Syracuse,JMA Wireless Dome,W,:
24,17,3,10/28/2023,Clemson,NC - Raleigh,Carter-Finley Stadium,W,:
24,17,4,9/28/2024,Northern Illinois,NC - Raleigh,Carter-Finley Stadium,W,;
24,20,1,10/5/1974,East Carolina,NC - Raleigh,Carter-Finley Stadium,W,:
24,20,2,10/1/1977,Maryland,NC - Raleigh,Carter-Finley Stadium,W,:
24,20,3,10/25/1980,Clemson,NC - Raleigh,Carter-Finley Stadium,W,:
24,20,4,10/5/2006,Florida State,NC - Raleigh,Carter-Finley Stadium,W,;
24,21,1,11/5/1966,Maryland,NC - Raleigh,Carter-Finley Stadium,W,:
24,21,2,10/2/1976,Indiana,IN - Bloomington,Memorial Stadium (Indiana),W,:
24,21,3,11/25/1978,Virginia,VA - Charlottesville,Scott Stadium,W,:
24,21,4,9/22/2023,Virginia,VA - Charlottesville,Scott Stadium,W,;
24,22,1,10/13/1973,Maryland,NC - Raleigh,Carter-Finley Stadium,W,:
24,22,2,10/19/2002,Duke,NC - Raleigh,Carter-Finley Stadium,W,;
24,23,1,11/12/1994,Duke,NC - Raleigh,Carter-Finley Stadium,W,:
24,23,2,8/30/2014,Georgia Southern,NC - Raleigh,Carter-Finley Stadium,W,;
24,24,1,9/9/1972,Maryland,NC - Raleigh,Carter-Finley Stadium,T,;
24,25,1,12/31/1986,Virginia Tech,GA - Atlanta,Atlanta-Fulton County Stadium,L,;
24,26,1,11/22/2003,Maryland,NC - Raleigh,Carter-Finley Stadium,L,;
24,27,1,10/25/2008,Maryland,MD - College Park,SECU Stadium,L,;
24,29,1,9/9/1995,Virginia,NC - Raleigh,Carter-Finley Stadium,L,;
24,30,1,10/9/2004,North Carolina,NC - Chapel Hill,Kenan Memorial Stadium,L,:
24,30,2,10/3/2009,Wake Forest,NC - Winston-Salem,Allegacy Federal Credit Union Stadium,L,:
24,30,3,11/18/2017,Wake Forest,NC - Winston-Salem,Allegacy Federal Credit Union Stadium,L,;
24,31,1,9/24/2005,North Carolina,NC - Raleigh,Carter-Finley Stadium,L,;
24,38,1,9/6/2003,Wake Forest,NC - Winston-Salem,Allegacy Federal Credit Union Stadium,L,:
24,38,2,12/31/2012,Vanderbilt,TN - Nashville,Nissan Stadium,L,;
24,45,1,10/19/2019,Boston College,MA - Chestnut Hill,Alumni Stadium (Boston College),L,:
24,45,2,9/26/2020,Virginia Tech,VA - Blacksburg,Lane Stadium,L,:
24,45,3,9/9/2023,Notre Dame,NC - Raleigh,Carter-Finley Stadium,L,;
24,47,1,10/10/1998,Georgia Tech,NC - Raleigh,Carter-Finley Stadium,L,;
25,0,1,10/3/1908,Wake Forest,NC - Wake Forest,Athletic Field (Wake Forest),W,:
25,0,2,10/12/1946,Davidson,NC - Raleigh,Riddick Field,W,;
25,6,1,11/5/1927,Davidson,NC - Greensboro,World War Memorial Stadium,W,;
25,14,1,11/8/1952,Washington & Lee,VA - Lexington,Wilson Field,W,;
25,25,1,10/25/1969,Duke,NC - Raleigh,Carter-Finley Stadium,T,;
26,0,1,11/28/1895,Guilford,NC - Greensboro,Athletic Park (Greensboro),W,:
26,0,2,10/9/1954,William & Mary,VA - Norfolk,S.B. Ballard Stadium,W,:
26,0,3,9/4/1982,Furman,NC - Raleigh,Carter-Finley Stadium,W,;
26,3,1,9/6/1975,East Carolina,NC - Raleigh,Carter-Finley Stadium,W,;
26,6,1,10/18/1913,Davidson,NC - Raleigh,Riddick Field,W,:
26,6,2,9/22/1956,North Carolina,NC - Chapel Hill,Kenan Memorial Stadium,W,:
26,6,3,11/11/2023,Wake Forest,NC - Winston-Salem,Allegacy Federal Credit Union Stadium,W,;
26,7,1,10/1/1960,Virginia,NC - Raleigh,Riddick Field,W,;
26,13,1,10/22/1914,West Virginia,NC - Raleigh,Riddick Field,W,:
26,13,2,9/8/1951,Camp LeJeune,NC - Jacksonville,Varsity Field,W,;
26,14,1,11/6/1937,Citadel,NC - Raleigh,Riddick Field,W,:
26,14,2,10/4/1958,Virginia,VA - Charlottesville,Scott Stadium,W,;
26,17,1,9/22/2001,Southern Methodist,TX - Dallas,Gerald J. Ford Stadium,W,;
26,19,1,11/11/1926,Duke,NC - Raleigh,Riddick Field,W,;
26,27,1,11/10/1983,Duke,NC - Durham,Wallace Wade Stadium,L,;
26,28,1,11/21/2019,Georgia Tech,GA - Atlanta,Bobby Dodd Stadium,L,;
26,30,1,9/24/1988,Maryland,MD - College Park,SECU Stadium,L,;
26,34,1,11/12/1955,Virginia Tech,WV - Bluefield,Mitchell Stadium,L,;
26,35,1,11/11/1989,Duke,NC - Durham,Wallace Wade Stadium,L,;
26,47,1,10/16/1999,Virginia,NC - Raleigh,Carter-Finley Stadium,L,;
27,0,1,10/17/1936,Furman,NC - Raleigh,Riddick Field,W,:
27,0,2,10/4/1975,Indiana,NC - Raleigh,Carter-Finley Stadium,W,;
27,3,1,11/22/1962,Wake Forest,NC - Winston-Salem,Bowman-Gray Stadium,W,:
27,3,2,10/25/1986,Clemson,NC - Raleigh,Carter-Finley Stadium,W,;
27,6,1,11/28/1901,Davidson,NC - Raleigh,Fair Grounds (Raleigh),W,;
27,7,1,11/6/1915,Gallaudet,NC - Raleigh,Riddick Field,W,:
27,7,2,9/23/1944,Milligan,NC - Raleigh,Riddick Field,W,:
27,7,3,11/16/1946,Virginia,NC - Raleigh,Riddick Field,W,:
27,7,4,10/10/1953,Davidson,NC - Raleigh,Riddick Field,W,:
27,7,5,11/24/2001,Ohio,NC - Raleigh,Carter-Finley Stadium,W,;
27,10,1,11/24/2012,Boston College,NC - Raleigh,Carter-Finley Stadium,W,;
27,13,1,9/20/1980,Virginia,VA - Charlottesville,Scott Stadium,W,;
27,14,1,11/12/1949,Wake Forest,NC - Raleigh,Riddick Field,W,:
27,14,2,9/17/2022,Texas Tech,NC - Raleigh,Carter-Finley Stadium,W,;
27,17,1,9/16/1989,Wake Forest,NC - Winston-Salem,Allegacy Federal Credit Union Stadium,W,:
27,17,2,11/8/2008,Duke,NC - Durham,Wallace Wade Stadium,W,;
27,19,1,9/16/1978,Syracuse,NC - Raleigh,Carter-Finley Stadium,W,;
27,20,1,9/26/1992,North Carolina,NC - Chapel Hill,Kenan Memorial Stadium,W,;
27,21,1,9/5/1981,Richmond,NC - Raleigh,Carter-Finley Stadium,W,:
27,21,2,10/2/2004,Wake Forest,NC - Raleigh,Carter-Finley Stadium,W,:
27,21,3,9/23/2017,Florida State,FL - Tallahassee,Doak Campbell Stadium,W,:
27,21,4,9/25/2021,Clemson,NC - Raleigh,Carter-Finley Stadium,W,;
27,22,1,10/6/1984,Georgia Tech,GA - Atlanta,Bobby Dodd Stadium,W,;
27,24,1,10/17/1998,Duke,NC - Raleigh,Carter-Finley Stadium,W,;
27,33,1,10/16/2010,East Carolina,NC - Greenville,Dowdy-Ficklen Stadium,L,;
27,34,1,10/7/2000,Clemson,SC - Clemson,Memorial Stadium (Clemson),L,:
27,34,2,9/10/2011,Wake Forest,NC - Winston-Salem,Allegacy Federal Credit Union Stadium,L,;
27,44,1,9/14/2019,West Virginia,WV - Morgantown,Milan Puskar Stadium,L,;
28,0,1,10/13/1917,Roanoke,NC - Raleigh,Riddick Field,W,;
28,3,1,11/19/1910,Wake Forest,NC - Wake Forest,Athletic Field (Wake Forest),W,;
28,6,1,10/11/1952,Davidson,NC - Raleigh,Riddick Field,W,:
28,6,2,1/1/2003,Notre Dame,FL - Jacksonville,TIAA Bank Field,W,;
28,7,1,11/10/1944,Miami (FL),FL - Miami,Miami Orange Bowl,W,:
28,7,2,11/30/1946,Maryland,NC - Raleigh,Riddick Field,W,:
28,7,3,10/28/1967,Duke,NC - Raleigh,Carter-Finley Stadium,W,:
28,7,4,11/17/1979,Duke,NC - Durham,Wallace Wade Stadium,W,;
28,13,1,10/30/2021,Louisville,NC - Raleigh,Carter-Finley Stadium,W,;
28,14,1,10/22/2011,Virginia,VA - Charlottesville,Scott Stadium,W,:
28,14,2,11/6/2021,Florida State,FL - Tallahassee,Doak Campbell Stadium,W,;
28,16,1,9/27/1986,Maryland,MD - College Park,SECU Stadium,W,;
28,20,1,11/20/1965,Iowa,IA - Iowa City,Kinnick Stadium,W,;
